USER            PID   PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root            863      1 2343472   9920 0                   0 S vendor.qti.hardware.perf@2.2-service
system          865      1 2136400   4752 0                   0 S vendor.qti.hardware.qccvndhal@1.0-service
system          866      1 2180468   4960 0                   0 S vendor.qti.hardware.qteeconnector@1.0-service
system          867      1 2136920   5744 0                   0 S vendor.qti.hardware.sensorscalibrate@1.0-service
system          870      1 2180396   4712 0                   0 S vendor.qti.hardware.servicetracker@1.2-service
system          871      1 2135220   5272 0                   0 S vendor.qti.hardware.soter@1.0-service
system          872      1 2137416   5920 0                   0 S vendor.qti.hardware.trustedui@1.0-service-qti
system          873      1 2134388   4720 0                   0 S vendor.qti.hardware.tui_comm@1.0-service-qti
system          879      1 2135364   4660 0                   0 S vendor.qti.hardware.vibrator.service
mediacodec      880      1   32872  11764 0                   0 S media.hwcodec
system          881      1 2135464   4340 0                   0 S vendor.qti.power.pasrmanager@1.0-service
system          883      1 2291028   7240 0                   0 S vendor.xiaomi.hardware.citsensorservice@1.1-service
system          885      1 2244636  12308 0                   0 S vendor.xiaomi.hardware.displayfeature@1.0-service
system          888      1 2162696   4516 0                   0 S fidoca
system          889      1 2179896   4328 0                   0 S vendor.xiaomi.hardware.micharge@1.0-service
root            890      2       0      0 0                   0 S [glink_slpi]
system          895      1 2179792   4564 0                   0 S vendor.xiaomi.hardware.misys@1.0-service
root            896      2       0      0 0                   0 S [qrtr_rx]
system          903      1 2162436   4724 0                   0 S vendor.xiaomi.hardware.misys@2.0-service
system          904      1 2162960   4976 0                   0 S vendor.xiaomi.hardware.misys@3.0-service
system          906      1 2162624   4644 0                   0 S mlipayd@1.1
root            921      1 2178360   7568 0                   0 S mtd@1.2
system          924      1 2181864   5584 0                   0 S tidad@1.2
system          925      1 2181616   4992 0                   0 S vendor.xiaomi.hardware.touchfeature@1.0-service
system          926      1   13876   3964 0                   0 S vsimd
media           928      1 2235272   6760 0                   0 S vppservice
vendor_qrtr     931      1 2131348   2868 0                   0 S qrtr-ns
system          935      1 2160748   2952 0                   0 S pd-mapper
system          937      1 2249548   4276 0                   0 S pm-service
audioserver     949      1 2614208  36068 0                   0 S audioserver
credstore       952      1 2159800   6924 0                   0 S credstore
gpu_service     959      1 2158300   6184 0                   0 S gpuservice
system          960      1 2599740  54112 0                   0 S surfaceflinger
root            961      2       0      0 0                   0 I [kworker/6:2H]
nobody          963      1 2198508   2976 0                   0 S rmt_storage
vendor_rfs      965      1 2142120   3416 0                   0 S tftp_server
system          968      1 2235040   3648 0                   0 S sensors.qti
root            977      2       0      0 0                   0 S [irq/468-arm-smm]
root            982      2       0      0 0                   0 S [irq/469-arm-smm]
root           1005      2       0      0 0                   0 I [modem]
root           1006      2       0      0 0                   0 I [adsp]
root           1008      2       0      0 0                   0 S [irq/470-arm-smm]
root           1017      2       0      0 0                   0 S [irq/305-wcd9xxx]
root           1021      2       0      0 0                   0 I [f_mtp]
root           1022      2       0      0 0                   0 I [at_usb0]
root           1023      2       0      0 0                   0 I [at_usb1]
root           1024      2       0      0 0                   0 I [at_usb2]
root           1025      2       0      0 0                   0 I [rmnet_ctrl]
root           1026      2       0      0 0                   0 I [dpl_ctrl]
root           1027      2       0      0 0                   0 I [qdss]
root           1028      2       0      0 0                   0 I [qdss_mdm]
root           1080      1 3678072   5248 0                   0 S mi_thermald
root           1081      1 2136604   4952 0                   0 S batteryd
root           1099      2       0      0 0                   0 I [tfa98xx]
root           1268      2       0      0 0                   0 I [cds_recovery_wo]
root           1269      2       0      0 0                   0 S [wlan_logging_th]
system         1270      1 2197068   4176 0                   0 S pm-proxy
root           1271      1 2168000   8076 0                   0 S displayfeature
shell          1294      1 2274360   5532 0                   0 S adbd
nobody         1302      1 2149588   3052 0                   0 S traced_probes
nobody         1305      1 2149860   3256 0                   0 S traced
root           1321      1 2137072   5356 0                   0 S dpmd
system         1329   1321 2159788   4676 0                   0 S dpmd
system         1334      1 2201676   4768 0                   0 S dpmQmiMgr
root           1343      1 2995600   5364 0                   0 S thermal-engine
system         1345      1 2137316   6508 0                   0 S cnss_diag
system         1346      1 2216296  25356 0                   0 S shelld
root           1348      1 2161156   3656 0                   0 S fdpp
root           1350      1 2131544   2668 0                   0 S qadaemon
cameraserver   1351      1   46760  18344 0                   0 S cameraserver
drm            1353      1   19228   6148 0                   0 S drmserver
incidentd      1358      1 2180456   4888 0                   0 S incidentd
root           1359      1 2178832   3972 0                   0 S millet_monitor
root           1360      1 2178832   3828 0                   0 S millet_monitor
root           1364      1 2178832   3860 0                   0 S millet_monitor
root           1376      1 2338632   7228 0                   0 S installd
keystore       1385      1 2140104   7104 0                   0 S keystore
mediaex        1431      1 2262128  25624 0                   0 S media.extractor
media          1434      1 2245644   5200 0                   0 S media.metrics
media          1437      1   73712  17688 0                   0 S mediaserver
root           1438      1 2255016   7588 0                   0 S miuibooster
root           1440      1 2199328   4988 0                   0 S storaged
wifi           1441      1 2161160   7148 0                   0 S wificond
system         1442      1 2198252   6424 0                   0 S perfservice
system         1449      1   18596   6088 0                   0 S wfdhdcphalservice
mediacodec     1450      1   33656  11980 0                   0 S media.codec
system         1453      1 2340720  10532 0                   0 S cnd
system         1456      1   20672   6744 0                   0 S wifidisplayhalservice
radio          1459      1 2153360   3572 0                   0 S imsqmidaemon
root           1460      1 2978164   5356 0                   0 S thermal-engine
radio          1463      1 2134656   2584 0                   0 S ipacm-diag
radio          1467      1 3768560   7572 0                   0 S netmgrd
radio          1469      1 2170336   3004 0                   0 S port-bridge
system         1489      1 2196764   4692 0                   0 S adsprpcd
media          1526      1 2179072   5052 0                   0 S adsprpcd
system         1530      1 2196764   4720 0                   0 S cdsprpcd
root           1543      2       0      0 0                   0 S [glink_modem]
root           1548      2       0      0 0                   0 S [qrtr_rx]
system         1570      1   13244   3588 0                   0 S wfdvndservice
mediacodec     1572      1 2478560  16628 0                   0 S media.swcodec
radio          1573      1 3609248  35540 0                   0 S qcrild
system         1576      1 2252988   5644 0                   0 S cnss-daemon
radio          1579      1    7384   1972 0                   0 S ssgqmigd
gps            1580      1 2172032   4016 0                   0 S mlid
gps            1584      1 2172296   2972 0                   0 S loc_launcher
system         1586      1 2178072   5104 0                   0 S ATFWD-daemon
camera         1588      1 2134520   4288 0                   0 S remosaic_daemon
system         1589      1 2138964   6196 0                   0 S gatekeeperd
system         1605      1   58340  23004 0                   0 S qvrservice
system         1608      1 2275408   6368 0                   0 S android.hardware.biometrics.fingerprint@2.1-service
root           1623      2       0      0 0                   0 I [kworker/7:2H]
gps            1625   1584 2228056   4972 0                   0 S lowi-server
gps            1626   1584 2265868   8864 0                   0 S xtra-daemon
system         1628      1 2191844   4536 0                   0 S tloc_daemon
system         1637      1 2252808   2900 0                   0 S hvdcp_opti
radio          1638      1 3377964  35648 0                   0 S qcrild
root           1650      2       0      0 0                   0 S [irq/295-gf]
radio          1689      1 2171096   3588 0                   0 S qti
root           1690      1 2132912   4016 0                   0 S msm_irqbalance
radio          1693      1 2171040   3600 0                   0 S adpl
radio          1695      1 2392232   8284 0                   0 S imsdatadaemon
root           1831      2       0      0 0                   0 I [ipawq34]
root           1832      2       0      0 0                   0 I [iparepwq34]
root           1833      2       0      0 0                   0 I [ipawq35]
root           1834      2       0      0 0                   0 I [iparepwq35]
root           2048      2       0      0 0                   0 I [dfc_wq]
root           2049      2       0      0 0                   0 I [wda_wq]
system         2191    699 8734084 350560 0                   0 S system_server
root           2223      2       0      0 0                   0 S [psimon]
radio          2226      1 2294096   7332 0                   0 S ims_rtp_daemon
root           2263      2       0      0 0                   0 S [scheduler_threa]
root           2264      2       0      0 0                   0 S [cds_ol_rx_threa]
u0_a131        2569    699 5495508 180472 0                   0 S com.miui.miwallpaper
system         2622    700 1673816 237428 0                   0 S com.android.systemui
root           2738    698 2131468   3296 0                   0 S iptables-restore
root           2742    698 2131468   3292 0                   0 S ip6tables-restore
webview_zygote 2743    699 5449124  82248 0                   0 S webview_zygote
network_stack  2771    699 5333640 126960 0                   0 S com.android.networkstack.process
u0_a169        2817    699 5222224 112144 0                   0 S .qtidataservices
radio          2843    699 5170172 114088 0                   0 S com.qualcomm.qti.telephonyservice
u0_a206        2866    699 5320108 121020 0                   0 S org.codeaurora.ims
secure_element 2889    699 5169748 111028 0                   0 S com.android.se
u0_a222        2908    699 5169392 107632 0                   0 S com.qualcomm.qti.devicestatisticsservice
u0_a172        2932    699 5240224 112932 0                   0 S .qtidataservices
radio          2946    699 6129556 163952 0                   0 S com.android.phone
system         2985    699 5263696 121900 0                   0 S com.qualcomm.qti.qdma
u0_a81         3008    699 7098472 245752 0                   0 S com.mi.android.globallauncher
system         3031    699 5508396 134300 0                   0 S com.android.settings:remote
u0_a235        3044    699 5187944 111980 0                   0 S com.google.android.ext.services
u0_a226        3100    699 5169836 113292 0                   0 S com.qualcomm.qti.qccauthmgr
u0_a185        3167    699 6012408 217464 0                   0 S com.google.android.gms.persistent
radio          3249    699 5170044 111032 0                   0 S com.qualcomm.qcrilmsgtunnel
wifi           3448      1 2237248  13056 0                   0 S wpa_supplicant
system         3454    699 5397140 177708 0                   0 S com.miui.aod
u0_a216        3482    699 5174420 119948 0                   0 S com.android.cellbroadcastreceiver
system         3578    699 5691880 161524 0                   0 S com.android.settings
system         3673      1 2160540   2948 0                   0 S displaycount
root           3675      1 2133940   4408 0                   0 S batterysecret
system         3677      1 2132680   3864 0                   0 S charge_logger
system         3680      1 2169556   6164 0                   0 S mcd
root           3686      2       0      0 0                   0 S [irq/32-90b6400.]
root           3690      2       0      0 0                   0 S [irq/33-90cd000.]
system         3697      1 2156412   4264 0                   0 S qspmsvc
system         3698      1 2142848   6708 0                   0 S ssgtzd
u0_a185        3959    699 5875488 191660 0                   0 S com.google.android.gms
u0_a210        3976    699 5267832 123716 0                   0 S com.qualcomm.location
u0_a116        4002    699 5170048 111656 0                   0 S com.android.carrierdefaultapp
u0_a224        4060    699 5187172 107160 0                   0 S com.qualcomm.qti.performancemode
u11_system     4205    699 5152380 107576 0                   0 S com.miui.maintenancemode
u11_a185       4235    699 5888352 187588 0                   0 S com.google.android.gms.persistent
u11_system     4251    700 1397556 106284 0                   0 S com.xiaomi.misettings
u11_radio      4306    699 5281260 116652 0                   0 S com.android.phone
u11_a186       4348    699 5444440 141612 0                   0 S com.google.android.apps.wellbeing
u11_a185       4400    699 5875220 196040 0                   0 S com.google.android.gms
u11_a210       4422    699 5232300 117324 0                   0 S com.qualcomm.location
u11_radio      4458    699 5152284 107676 0                   0 S com.qualcomm.qcrilmsgtunnel
u11_a172       4487    699 5257704 110752 0                   0 S .qtidataservices
u11_a224       4519    699 5187160 107804 0                   0 S com.qualcomm.qti.performancemode
u11_a226       4543    699 5169824 112608 0                   0 S com.qualcomm.qti.qccauthmgr
u11_system     4566    699 5281068 118028 0                   0 S com.qualcomm.qti.qdma
u11_radio      4614    699 5152460 108028 0                   0 S com.qualcomm.qti.telephonyservice
root           4636      2       0      0 0                   0 I [kworker/0:3]
u11_a169       4637    699 5222340 111388 0                   0 S .qtidataservices
u0_a201        4764    699 5464344 197556 0                   0 S com.google.android.inputmethod.latin
u999_a185      4815    699 5885600 187008 0                   0 S com.google.android.gms.persistent
u999_a185      4854    699 5890344 202660 0                   0 S com.google.android.gms
root           5052      2       0      0 0                   0 I [kworker/2:3]
root           5173      2       0      0 0                   0 I [kworker/0:4]
root           5196      2       0      0 0                   0 I [kworker/5:4]
root           5308      2       0      0 0                   0 I [kworker/1:0]
root           5353      2       0      0 0                   0 I [kworker/1:3]
root           5667      2       0      0 0                   0 I [kworker/2:0]
root           5679      2       0      0 0                   0 I [kworker/3:0]
root           5681      2       0      0 0                   0 I [kworker/0:0]
root           5682      2       0      0 0                   0 I [kworker/1:1]
root           5683      2       0      0 0                   0 I [kworker/u16:1]
root           5684      2       0      0 0                   0 I [kworker/2:2]
root           5701      2       0      0 0                   0 I [kworker/u16:3]
root           5707      2       0      0 0                   0 I [kworker/u16:4]
root           5708      2       0      0 0                   0 I [kworker/u16:6]
root           5709      2       0      0 0                   0 I [kworker/u16:7]
root           5710      2       0      0 0                   0 I [kworker/u16:9]
shell          5717   1294 2133588   3332 0                   0 R ps
